"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/11/2016","AQS","340150002","1","0.041","ppm","38","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/12/2016","AQS","340150002","1","0.045","ppm","42","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/13/2016","AQS","340150002","1","0.048","ppm","44","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/14/2016","AQS","340150002","1","0.069","ppm","97","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/15/2016","AQS","340150002","1","0.035","ppm","32","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/16/2016","AQS","340150002","1","0.037","ppm","34","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/17/2016","AQS","340150002","1","0.041","ppm","38","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/18/2016","AQS","340150002","1","0.03","ppm","28","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/19/2016","AQS","340150002","1","0.021","ppm","19","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/20/2016","AQS","340150002","1","0.032","ppm","30","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/21/2016","AQS","340150002","1","0.048","ppm","44","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/22/2016","AQS","340150002","1","0.059","ppm","64","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/23/2016","AQS","340150002","1","0.079","ppm","129","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/24/2016","AQS","340150002","1","0.02","ppm","19","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/25/2016","AQS","340150002","1","0.035","ppm","32","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/26/2016","AQS","340150002","1","0.04","ppm","37","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/27/2016","AQS","340150002","1","0.037","ppm","34","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/28/2016","AQS","340150002","1","0.028","ppm","26","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/29/2016","AQS","340150002","1","0.027","ppm","25","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"09/30/2016","AQS","340150002","1","0.023","ppm","21","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/01/2016","AQS","340150002","1","0.019","ppm","18","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/02/2016","AQS","340150002","1","0.017","ppm","16","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/03/2016","AQS","340150002","1","0.04","ppm","37","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/04/2016","AQS","340150002","1","0.023","ppm","21","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/05/2016","AQS","340150002","1","0.03","ppm","28","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/06/2016","AQS","340150002","1","0.036","ppm","33","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/07/2016","AQS","340150002","1","0.033","ppm","31","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/08/2016","AQS","340150002","1","0.014","ppm","13","Clarksboro","15","88.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/12/2016","AQS","340150002","1","0.034","ppm","31","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/13/2016","AQS","340150002","1","0.029","ppm","27","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/14/2016","AQS","340150002","1","0.023","ppm","21","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/15/2016","AQS","340150002","1","0.035","ppm","32","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/16/2016","AQS","340150002","1","0.037","ppm","34","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/17/2016","AQS","340150002","1","0.04","ppm","37","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/18/2016","AQS","340150002","1","0.042","ppm","39","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/19/2016","AQS","340150002","1","0.043","ppm","40","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/20/2016","AQS","340150002","1","0.041","ppm","38","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/21/2016","AQS","340150002","1","0.034","ppm","31","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/22/2016","AQS","340150002","1","0.023","ppm","21","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/23/2016","AQS","340150002","1","0.033","ppm","31","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/24/2016","AQS","340150002","1","0.035","ppm","32","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/25/2016","AQS","340150002","1","0.027","ppm","25","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/26/2016","AQS","340150002","1","0.03","ppm","28","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/27/2016","AQS","340150002","1","0.032","ppm","30","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/28/2016","AQS","340150002","1","0.036","ppm","33","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/29/2016","AQS","340150002","1","0.038","ppm","35","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"10/30/2016","AQS","340150002","1","0.043","ppm","40","Clarksboro","17","100.0000","44201","Ozone","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","34","New Jersey","015","Gloucester","39.800339","-75.212119"
"01/01/2016","AQS","340170006","1","0.029","ppm","27","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/02/2016","AQS","340170006","1","0.024","ppm","22","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/03/2016","AQS","340170006","1","0.027","ppm","25","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/04/2016","AQS","340170006","1","0.029","ppm","27","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/05/2016","AQS","340170006","1","0.022","ppm","20","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/06/2016","AQS","340170006","1","0.015","ppm","14","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/07/2016","AQS","340170006","1","0.003","ppm","3","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/08/2016","AQS","340170006","1","0.015","ppm","14","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/09/2016","AQS","340170006","1","0.024","ppm","22","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/10/2016","AQS","340170006","1","0.032","ppm","30","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/11/2016","AQS","340170006","1","0.024","ppm","22","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/12/2016","AQS","340170006","1","0.026","ppm","24","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/13/2016","AQS","340170006","1","0.023","ppm","21","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/14/2016","AQS","340170006","1","0.014","ppm","13","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/15/2016","AQS","340170006","1","0.01","ppm","9","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/16/2016","AQS","340170006","1","0.026","ppm","24","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/17/2016","AQS","340170006","1","0.028","ppm","26","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/18/2016","AQS","340170006","1","0.027","ppm","25","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/19/2016","AQS","340170006","1","0.026","ppm","24","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/20/2016","AQS","340170006","1","0.028","ppm","26","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/21/2016","AQS","340170006","1","0.032","ppm","30","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/22/2016","AQS","340170006","1","0.032","ppm","30","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/23/2016","AQS","340170006","1","0.032","ppm","30","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/24/2016","AQS","340170006","1","0.033","ppm","31","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/25/2016","AQS","340170006","1","0.014","ppm","13","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/26/2016","AQS","340170006","1","0.014","ppm","13","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/27/2016","AQS","340170006","1","0.016","ppm","15","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/28/2016","AQS","340170006","1","0.018","ppm","17","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/29/2016","AQS","340170006","1","0.016","ppm","15","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/30/2016","AQS","340170006","1","0.023","ppm","21","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"01/31/2016","AQS","340170006","1","0.02","ppm","19","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/01/2016","AQS","340170006","1","0.012","ppm","11","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/02/2016","AQS","340170006","1","0.026","ppm","24","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/03/2016","AQS","340170006","1","0.027","ppm","25","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/04/2016","AQS","340170006","1","0.026","ppm","24","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/05/2016","AQS","340170006","1","0.026","ppm","24","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/06/2016","AQS","340170006","1","0.027","ppm","25","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/07/2016","AQS","340170006","1","0.027","ppm","25","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/08/2016","AQS","340170006","1","0.032","ppm","30","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/09/2016","AQS","340170006","1","0.015","ppm","14","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/10/2016","AQS","340170006","1","0.019","ppm","18","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/11/2016","AQS","340170006","1","0.029","ppm","27","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/12/2016","AQS","340170006","1","0.03","ppm","28","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/13/2016","AQS","340170006","1","0.035","ppm","32","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/14/2016","AQS","340170006","1","0.031","ppm","29","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/15/2016","AQS","340170006","1","0.009","ppm","8","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/16/2016","AQS","340170006","1","0.035","ppm","32","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/17/2016","AQS","340170006","1","0.016","ppm","15","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/18/2016","AQS","340170006","1","0.035","ppm","32","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/19/2016","AQS","340170006","1","0.028","ppm","26","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/20/2016","AQS","340170006","1","0.031","ppm","29","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/21/2016","AQS","340170006","1","0.024","ppm","22","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/22/2016","AQS","340170006","1","0.021","ppm","19","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/23/2016","AQS","340170006","1","0.028","ppm","26","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/24/2016","AQS","340170006","1","0.03","ppm","28","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/25/2016","AQS","340170006","1","0.023","ppm","21","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/26/2016","AQS","340170006","1","0.034","ppm","31","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/27/2016","AQS","340170006","1","0.036","ppm","33","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/28/2016","AQS","340170006","1","0.042","ppm","39","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"02/29/2016","AQS","340170006","1","0.027","ppm","25","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/02/2016","AQS","340170006","1","0.034","ppm","31","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/03/2016","AQS","340170006","1","0.033","ppm","31","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/04/2016","AQS","340170006","1","0.03","ppm","28","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/05/2016","AQS","340170006","1","0.032","ppm","30","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/06/2016","AQS","340170006","1","0.036","ppm","33","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/07/2016","AQS","340170006","1","0.034","ppm","31","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/08/2016","AQS","340170006","1","0.026","ppm","24","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/09/2016","AQS","340170006","1","0.037","ppm","34","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/10/2016","AQS","340170006","1","0.037","ppm","34","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/11/2016","AQS","340170006","1","0.029","ppm","27","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/12/2016","AQS","340170006","1","0.023","ppm","21","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/13/2016","AQS","340170006","1","0.037","ppm","34","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/14/2016","AQS","340170006","1","0.032","ppm","30","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/15/2016","AQS","340170006","1","0.027","ppm","25","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/16/2016","AQS","340170006","1","0.028","ppm","26","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/17/2016","AQS","340170006","1","0.036","ppm","33","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/18/2016","AQS","340170006","1","0.034","ppm","31","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/19/2016","AQS","340170006","1","0.037","ppm","34","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/20/2016","AQS","340170006","1","0.035","ppm","32","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/21/2016","AQS","340170006","1","0.038","ppm","35","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/22/2016","AQS","340170006","1","0.039","ppm","36","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/23/2016","AQS","340170006","1","0.039","ppm","36","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/24/2016","AQS","340170006","1","0.037","ppm","34","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
"03/25/2016","AQS","340170006","1","0.038","ppm","35","Bayonne","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.67025","-74.126081"
